raw_content,clean_content
"Apa hukuman kpd pelajar ni,,,,Cuba kena kt anak perempuan ko",apa hukuman kpd pelajar nicuba kena kt anak perempuan ko
Learn for Gang Bang education.. I don't know what type this government,learn gang bang education dont know type government
"don't give them a chance!!!!
why??!?!? 

this is so stupid!!",dont give chance stupid
What if they pass? Are they going to attend college then? What they did was already unforgivable so how can we tryst them?,pas going attend college already unforgivable tryst
Letak jawatan cepat sikit,letak jawatan cepat sikit
Teruk,teruk
Look at her face as thumbnail already makes me boiled up,look face thumbnail already make boiled
Brainless minister! If this is her daughter then see what she will say.,brainless minister daughter see say
"What's the point of making the r*pists take exams,they already failed to be a human ??",whats point making rpists take examsthey already failed human
"Rape in school is a serious crime, let's hope those teachers tryna downplay the seriousness their children or grand children r safe in school too.",rape school serious crime let hope teacher tryna downplay seriousness child grand child r safe school
"First PAS Kelantan trying legalise sex with underage, than Kelantan police chief backed it up. So the teaching now says all these rapes are OK indirectly, you are promoting such behaviour why blame social media",first pa kelantan trying legalise sex underage kelantan police chief backed teaching say rape ok indirectly promoting behaviour blame social medium
JUSTICE FOR ZAHRA QAIRINA !!!,justice zahra qairina
"What, why they still treat these evil monster like they're innocent. What they did was a horrible thing, sudah mau habis sekolah pun, one step lagi sudah adulthood, means brain already developed enough to know what is wrong what is right, if they don't have any sense of fear of doing something wrong (EVIL) at that age then something is really wrong.",still treat evil monster like theyre innocent horrible thing sudah mau habis sekolah pun one step lagi sudah adulthood mean brain already developed enough know wrong right dont sense fear something wrong evil age something really wrong
Why let the rapists take spm? Is their future more important than justice?,let rapist take spm future important justice
"Aku pantang la tngok muka menteri musibat ni,kau tunggu jer lah suatu hari nnti kena kt anak kau??",aku pantang la tngok muka menteri musibat nikau tunggu jer lah suatu hari nnti kena kt anak kau
"she does not have the brains to be a minister, just look at her qualifications",not brain minister look qualification
Bye bye .. not good sign for you...,bye bye not good sign
Totally this agreed nak bagi peluang kt budak2 celaka tu ambik SPM.... sepatutnya tidak dibagi peluang pun. Kdg2 pelik dgn menteri pendidikan ni...asyik ckp benda sama tapi semakin hari mcm2 berlaku...mula2 buli...rogol...skrg bunuh...dia nak tggu apa lagi?? Tggu anak dia jadi mangsa ka dulu kot....dan baru dia nak buat perubahan,totally agreed nak bagi peluang kt budak celaka tu ambik spm sepatutnya tidak dibagi peluang pun kdg pelik dgn menteri pendidikan niasyik ckp benda sama tapi semakin hari mcm berlakumula bulirogolskrg bunuhdia nak tggu apa lagi tggu anak dia jadi mangsa ka dulu kotdan baru dia nak buat perubahan
"Menurut Fadhillna Sidek, itulah Sekolah terbaik di Melaka???",menurut fadhillna sidek itulah sekolah terbaik di melaka
Brainless minister!,brainless minister
Menteri pendidikan paling gagal,menteri pendidikan paling gagal
many worst incident happen in school during her lead in ministry of education..yet not ashamed to step down? abodo.,many worst incident happen school lead ministry educationyet not ashamed step abodo
"Bawah umur? Kalau dah boleh merogol gitu, celah mana cara mereka berfikir masih dikira sebagai bawah umur? Sengal ubi betullah.",bawah umur kalau dah boleh merogol gitu celah mana cara mereka berfikir masih dikira sebagai bawah umur sengal ubi betullah
Might as well finish university first,might well finish university first
"TURUN
TURUN",turun turun
"This is the evidence that leaders nowadays who born after 1970 are stupid and evil as they treat teens age 14-18 as 'kids' and even tolerating severe criminals like rapists, bullies and killers and the victims are blamed. These are the prove that humans are nearing extinction phase. Treating teens aged 14-18 as 'kids' legally is stupid concept. They have moustache and beard already, know how to romance and even know how to do heavy adult crimes like rape, murder, gsngsterism and bully, how can they considered 'children' and treat them like preschoolers who just starts to memorize alphabets and sing nursery rhymes?? Era from 1880-1959 were the best as laws were strict and treat teens age 14-18 as young persons rather than 'kids' and when they do severe crimes, they were prosecuted, tried and put in jails like adults and even given whipping and capital punishments like adults and protected victims and people with special needs. Older generation leaders who born before 1925 are far more intelligent ,wise and disciplined than these stupid young generation leaders who born after 1970,that's why, the bloody idiot Gen Z who born after 1993 are stupid in knowledge,empathy and maturity, but 'clever' in talking about romance, sex and doing heavy crimes like rape, gangsterism and murder and insulting people with special needs. My favourite era is 1910's(1910-1919).I should born in 1883,turned 15 in 1898 and lived as an adult in 1910's where society in the past who born before 1925 are wise, disciplined and caring.",evidence leader nowadays born stupid evil treat teen age kid even tolerating severe criminal like rapist bully killer victim blamed prove human nearing extinction phase treating teen aged kid legally stupid concept moustache beard already know romance even know heavy adult crime like rape murder gsngsterism bully considered child treat like preschooler start memorize alphabet sing nursery rhyme era best law strict treat teen age young person rather kid severe crime prosecuted tried put jail like adult even given whipping capital punishment like adult protected victim people special need older generation leader born far intelligent wise disciplined stupid young generation leader born thats bloody idiot gen z born stupid knowledgeempathy maturity clever talking romance sex heavy crime like rape gangsterism murder insulting people special need favourite era si born turned lived adult society past born wise disciplined caring
Menteri BARUA..,menteri barua
Wish she was the victim...pucibai punya menteri,wish victimpucibai punya menteri
"Fikir sejenak, ada tak murid2 yg calon SPM serupa ini, berfikir utk SPM?? Klu busy preparing for SPM do they hv the time to even think abt this????",fikir sejenak ada tak murid yg calon spm serupa ini berfikir utk spm klu busy preparing spm hv time even think abt
"Dear minister of education u can't even differentiate what are the priorities before coming to your senses to allow this rapist to sit for their exams
Nanti anak awak yang kena baru awak ada akal",dear minister education u cant even differentiate priority coming sens allow rapist sit exam nanti anak awak yang kena baru awak ada akal
next election...takde satu parti pun yg akan claim Fadhina Sidek....,next electiontakde satu parti pun yg akan claim fadhina sidek
Turun jela dr jawatan mentari pendidikan ??,turun jela dr jawatan mentari pendidikan
She is a stupid Minister. Now a student can rape and still sit for exams. The rapist can further his studies and gain scholarship while the victim will be provided psychological and emotional help. The parents just accept it. So criminals can continue as normal. So crimes like rape Murder and stealing are part of growing nowadays under this Minister?,stupid minister student rape still sit exam rapist study gain scholarship victim provided psychological emotional help parent accept criminal continue normal crime like rape murder stealing part growing nowadays minister
Ya...sepatutnya pelajar2 tersebut dilarang mengambil SPM kerana kesalahan yg dilakukan amat berat.,yasepatutnya pelajar tersebut dilarang mengambil spm kerana kesalahan yg dilakukan amat berat
Malaysia boleh buat jenayah asalkan budak sekolah????,malaysia boleh buat jenayah asalkan budak sekolah
"As a woman, she should be better equipped to understand the ordeal the girl went through. Instead of punishing them, she is allowing them to sit for exams! Girls take care of yourselves.",woman better equipped understand ordeal girl went instead punishing allowing sit exam girl take care
We don't see ur faca in kpm.??,dont see ur faca kpm
Menteri Pendidikan Bodo,menteri pendidikan bodo
Baik kou letak jawatan la ...pesalah perogol pun nak bagi muka ... stupid punya menteri....Memamg tak layak jadi menteri....banyangkan anak kou kena rogol?,baik kou letak jawatan la pesalah perogol pun nak bagi muka stupid punya menterimemamg tak layak jadi menteribanyangkan anak kou kena rogol
education sytem is doooommmm,education sytem doooommmm
Kembalikn hukuman rotan,kembalikn hukuman rotan
"Next General Election please choose wisely who governs our country. Some people know how to SWEET TALK, SOME DO THE JOB. ????",next general election please choose wisely governs country people know sweet talk job
"Nak cakap lebih nnt kene tangkap pulak.kalau lah negara ni boleh caci maki,rasanya penuh dengan caci maki je die ni",nak cakap lebih nnt kene tangkap pulakkalau lah negara ni boleh caci makirasanya penuh dengan caci maki je die ni
"Wow, superb, raped and still allowed to be sat for exam. Stupid education system in malaysia. Change the minister. She is not fit to be the education minister. Lately so many cases kept happening, so talking not going to resolve the issue. Tighten the edu sys, start canning, yearly exams, all are important, these people a creating useless generations",wow superb raped still allowed sat exam stupid education system malaysia change minister not fit education minister lately many case kept happening talking not going resolve issue tighten edu sys start canning yearly exam important people creating useless generation
Engkau tak layak la pxxdek .. bagi je jawatan ni kat org lain!,engkau tak layak la pxxdek bagi je jawatan ni kat org lain
"Wartawan yang tanya pasal boleh ambik SPM ka dak, so YB jawab ja lah...",wartawan yang tanya pasal boleh ambik spm ka dak yb jawab ja lah
Tula cikgu dicipline dengan GB ni suke cover budak2 yg nakal yang dah melambak case report bahkan yang dah jd polis casepun pihak sekolah suke cover sbb konon nak jaga reputation sekolah. Gitula jadinye budak nakal tu membesar jd jahat dan menjadi toxic siap ade geng. Kalau nak jaga reputation sekolah budak2 nakal tu sekali dengan parents dia org bagila kaunseling yang betul2 so kenakalan tu xkan jd jahat.,tula cikgu dicipline dengan gb ni suke cover budak yg nakal yang dah melambak case report bahkan yang dah jd polis casepun pihak sekolah suke cover sbb konon nak jaga reputation sekolah gitula jadinye budak nakal tu membesar jd jahat dan menjadi toxic siap ade geng kalau nak jaga reputation sekolah budak nakal tu sekali dengan parent dia org bagila kaunseling yang betul kenakalan tu xkan jd jahat
"Hantar penjara, baru tau langit tinggi rendah. Apa punya menteri la. Bawah umur masuk juvana la. Ni bagi lagi muka hmmmmm",hantar penjara baru tau langit tinggi rendah apa punya menteri la bawah umur masuk juvana la ni bagi lagi muka hmmmmm
"Tak perlu tndakan untuk masa depan menteri. Tindakan masa ini yg perlu. Ini bukan kes trauma kena accident Jalan raya yg perlu kaunselor. Menteri Utamakan sekolah daripada mangsa. Dalam kes rogol, sekolah tidak dalam bahaya YB.",tak perlu tndakan untuk masa depan menteri tindakan masa ini yg perlu ini bukan kes trauma kena accident jalan raya yg perlu kaunselor menteri utamakan sekolah daripada mangsa dalam kes rogol sekolah tidak dalam bahaya yb
"Aku tak tahu nak cakap apa dekat menteri pelajaran hari ini...
Menteri pelajaran sendiri memberi peluang dan memberi ruang kepada penjenayah...
Semoga suatu hari nanti akan berlakulah hendaknya kepada ahli keluarga dia sendiri.. ataupun menteri pelajaran itu sendiri menjadi mangsa kepada penjenayah...
Astaghfirullahhalazim...
Biadap sungguh jari ini menaip sedemikian rupa...
Tapi itulah dia...
Bertapa sakitnya hati ini dengan beberapa insiden yang tidak sepatutnya berlaku namun di paksa oleh menteri pelajaran ini sendiri supaya berlaku...
Kemana perginya fikiran dan naluri dia sebagai menteri pelajaran...
Bukanya dia menteri pelacuran...
Tetapi menteri pelajaran..
Title tu memang layak untuk orang yang terbaik sahaja...",aku tak tahu nak cakap apa dekat menteri pelajaran hari ini menteri pelajaran sendiri memberi peluang dan memberi ruang kepada penjenayah semoga suatu hari nanti akan berlakulah hendaknya kepada ahli keluarga dia sendiri ataupun menteri pelajaran itu sendiri menjadi mangsa kepada penjenayah astaghfirullahhalazim biadap sungguh jari ini menaip sedemikian rupa tapi itulah dia bertapa sakitnya hati ini dengan beberapa insiden yang tidak sepatutnya berlaku namun di paksa oleh menteri pelajaran ini sendiri supaya berlaku kemana perginya fikiran dan naluri dia sebagai menteri pelajaran bukanya dia menteri pelacuran tetapi menteri pelajaran title tu memang layak untuk orang yang terbaik sahaja
sekolah terbaik jadi rogol bergilir dalam kelas pun takpa..apa punya manusia ni??,sekolah terbaik jadi rogol bergilir dalam kelas pun takpaapa punya manusia ni
